"place","journal","journal_entry","date_mdy","month","transcription_accuracy","location","location_accuracy","local_place_accuracy","latitude","latitude_origin","longitude","longitude_origin","quantity","unit","item","letter","letter_to","letter_from","wind_direction_am","wind_direction_pm","wind_direction_night","weather_condition_am","weather_condition_pm","weather_condition_night","temperature_am","temperature_pm","temperature_night","image_path","image_description","recorder","notes","noteworthy","second_check"
"Home",5,"The wind South West work on T. H. Smallidges barn all day","09/04/1876","September","confident","Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Home",5,"The wind North West work in Shop. For myself","09/16/1876","September","confident","Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Home",5,"The wind Southerly. work in shop building boat","09/22/1876","September","somewhat confident","Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","unsure in bold",NA,"AS"
"Home",5,"The wind Southerly work in Shop","09/28/1876","September","confident","Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Home",5,"The wind South West fresh breeze. went down to turtle Isle gunning in forenoon. And in the afternoon went to work claplaeding TH Smallidges barn","10/04/1876","October","somewhat confident","Winter Harbor, Turtle Island, Winter Harbor","mentioned","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","unsure in bold",NA,"AS"
"Home",5,"The wind Southerly work in shop","11/03/1876","November","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Home",5,"The wind North went gunning in forenoon. In the afternoon worked for G.W.Tracy on out buildings","11/15/1876","November","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Home",5,"The wind North East, and overcast in the afternoon snow storm. Reed deed of Crow Island. from state land agent. work at home in shop and putting besh around the house","12/09/1876","December","somewhat confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NE",NA,NA,"overcast, snow storm",NA,NA,NA,NA,NA,NA,NA,"DD","unsure in bold",NA,"AS"
"Home",5,"The wind Westerly fresh breeze. work in shop.","12/15/1876","December","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"AS"
"Home",6,"The wind South West moderate wind and warm. jobbling in shop.","01/08/1877","January","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,"warm",NA,NA,NA,NA,NA,NA,NA,"DD","wind direction entered in am as does not specify time of day, same with wind speed and weather cond",NA,"GG"
"Home",6,"The wind Southerly and in the afternoon rainy work in shop","01/20/1877","January","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,"rainy",NA,NA,NA,NA,NA,NA,"DD","wind direction entered in am as does not specify time of day",NA,"GG"
"Hall",6,"The wind fresh North West. work in shop turing wheel hubs for Capt Nahum Rosebooks. in the evening played at the Exhibition in evening.","03/01/1877","March","confident","Winter Harbor","assumed","assumed",44.39168,NA,68.09103,NA,NA,"Count","Wheel hub","no letter",NA,NA,"NW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD","wind direction entered in am as does not specify time of day, same with weather speed",NA,"GG"
"Home",6,"The wind Southerly Heavy rain all day work in shop","03/09/1877","March","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"heavy rain","heavy rain","heavy rain",NA,NA,NA,NA,NA,"DD","wind direction entered in am as does not specify time of day",NA,"GG"
"Home",6,"The wind South East and rainy all day. reed lettre from Lee Narraguagus Lodge. work in shop","03/27/1877","March","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"read",NA,"Lee Narraguagus","SE",NA,NA,"rainy","rainy","rainy",NA,NA,NA,NA,NA,"DD","wind direction entered in am as does not specify time of day",NA,"GG"
"Home",9,"The wind moderate Easterly and fine weather Thermometer 50 Commenced repairing Warren Smith Skiff in the fish house In the Evening Steam boat wharf meeting.","01/07/1880","January","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"E",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind Westerly Thermometer 18 above Made sinlk for Capt N A Bickford. Reed card from Wm B Viall","02/06/1880","February","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,"William B. Viall","W",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind South East. and snowing in the morning Went in the woods and got one load of wood at 10 AM heavy rain and spoiled the sleding Thermometer 37°","02/12/1880","February","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SE",NA,NA,"snowing, heavy rain",NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind North East Thermometer 32 degrees snowing moderate all the forenoon. about 18 inches snow fall. The biggest storm for the winter so far. Work 1/2 day for N A Bickford.","02/24/1880","February","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NE",NA,NA,"snowing",NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind West North West. Thermometer 30 degrees worked on half day for N A Bickford and finished work for the present all the lumber used up.","03/01/1880","March","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"WNW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind South East Thermometer 47 degrees above Made oath to Amasiah Southard as road surveyer work in forenoon hauling wood for John Gerrish with bled at noon the sun had spoiled the sleding.","03/19/1880","March","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SE",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind North blowing & snowing fearfully The roads blocked with snow so the mail could not go out. the only time for the Winter. Painted my skiff. Thermometer 20° above zero.","03/25/1880","March","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"N",NA,NA,"snowing fearfully",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"THe wind North West. Thermometer 37 degrees Finished making oars.","04/06/1880","April","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"The wind South East Thermometer 39 degrees A heavy gale of wind and rain untill afternoon. when it cleared up. And I commenced building fence. on Harbor Point on the line between E.A.Bakers lot & this one.","04/30/1880","April","confident","Harbor Point","mentioned",NA,44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SE",NA,NA,"heavy rain","cleared up",NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind South West Thermometer. 60° Work about the fish house all day putting it in order to take care of fish.","05/06/1880","May","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind South West. Thermometer 64 degrees Spaded up the gardens","06/05/1880","June","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"SW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Southerly, and Thermometer 62 degrees Sowed garden in forenoon and in the afternoon went out and took up my troll. Wrote Deed for R H Bickford","06/11/1880","June","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North West in forenoon Thermometer 80° Work the most of the day repairing dora.","06/17/1880","June","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North West very fresh breeze to much wind to go a fishing Thermometer 59 work a bout the fish house all day.","06/23/1880","June","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind Southerly Thermometer 70° Celebrated this day for the fourth. With Yatch races Canoe race by the Indians and foot race. in the evening an Indian Pow wow. and fireworks at Chas Guptill by Mrs Freneck M.D.","07/05/1880","July","somewhat confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD","unsure in bold",NA,"RL"
"Home",9,"The wind Southerly. Thermometer. 60 degrees Foggy. fixed wagon seat for Capt J. P Foss. and mowed some around the door of our house.","07/17/1880","July","somewhat confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"foggy",NA,NA,TRUE,NA,NA,NA,NA,"DD","unsure in bold",NA,"RL"
"Home",9,"Wind Southerly Thermometer 50 degrees very fresh breeze and overcast. Work all day on wheel for Capt Sherman Spurling for the Schr Ella heavy shower at night","09/20/1880","September","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"overcast",NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North in morning Thermometer 47 degrees In afternoon wind S. East finished digging my potatoes Geo Gerrish moved in the fish house","10/26/1880","October","confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"N","SE",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North West very fresh breeze Thermometer in morning 28 degrees. Work apart of the forenoon for Thomas Bickford in afternoon took fish out of bults ready to ship","11/19/1880","November","confident","Winter Harbor, Birch Harbor, Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Home",9,"Wind North West Thanksgiving day Thermometer 12 above Wrote letter to Dr Porter worked a while in afternoon for J D Harrington.","11/25/1880","November","somewhat confident","Winter Harbor","assumed","mentioned",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter","Dr. Porter",NA,"NW",NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,"DD",NA,NA,"RL"
"Hall",15,"Wind NorthWest fresh. Work in shop at home. In evening went to the Hall to a Masonic meeting of instructions myself master Opened on the first degree & initiated a candidate","2/3/1886","February","confident","Winter Harbor","assumed","mentioned",44.39168,NA,68.09103,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,"fresh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Hall",15,"Wind Southerly and rainy all day. work in the shop at home. In the evening went to the Hall to see the presents on the Christmas tree","12/24/1886","December","confident","Winter Harbor","assumed","mentioned",44.39168,NA,68.09103,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"rainy","rainy","rainy",NA,NA,NA,NA,NA,NA,NA,NA,"GG"
"Home",2,"Pleasant the wind west work in shop finished the jig saw went to the of Lodge of Good Templars","01/04/1873","January","confident","Winter Harbor","mentioned","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Home",2,"The wind N.W Cold in forenoon made three moulds for a boat went to the Harbor on business","03/05/1873","March","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"NW",NA,NA,"cold",NA,NA,NA,NA,NA,NA,NA,"SO",NA,NA,"DD, LN"
"Home",2,"The wind very moderate and warm Southerly went to the lower Harbor to see Daniel Southard","12/18/1873","December","confident","Winter Harbor","assumed","assumed",44.39044,NA,68.09314,NA,NA,NA,NA,"no letter",NA,NA,"S",NA,NA,"warm",NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,"DD, LN"
