date_mdy,journal_year,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check,journal
1872-03-20T00:00:00Z,1872,March,Went to W. Gouldsboro in the Insurance business took dinner with E Kingsley tea with H. Young Lodging Wm Joys,confident,West Gouldsboro,mentioned,"Edward Kingsley's, William Joy's",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-21T00:00:00Z,1872,March,Breakfast at Wm. Joys dinner at Same Woods wrote letter to C.C. Burrill came home,confident,"West Gouldsboro, Winter Harbor",mentioned,"William Joy's, Samuel Wood's",mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,Charles C. Burrill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-22T00:00:00Z,1872,March,Work at home in shop,confident,Winter Harbor,mentioned,"Home,Shop",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-23T00:00:00Z,1872,March,Went to District meeting,confident,NA,NA,District Meeting,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-24T00:00:00Z,1872,March,Staid at home,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-25T00:00:00Z,1872,March,Work in shop,confident,Winter Harbor,mentioned,"Home, Shop, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-26T00:00:00Z,1872,March,Read letter from C.C. Burrill went to West Gouldsboro in the Ins. Busi took tea with Edward Kingsley Lodging with Samuel Wood,confident,"Winter Harbor, West Gouldsboro",mentioned,Samuel Wood's,mentioned,NA,NA,NA,NA,NA,NA,NA,read,Charles C. Burrill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-27T00:00:00Z,1872,March,Went to Prospect Harbor with C.C. Burrill took dinner with H D Coombs came home,confident,"West Gouldsboro, Prospect Harbor, Winter Harbor",mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-28T00:00:00Z,1872,March,Went to Prospect Harbor and back.,confident,"Winter Harbor, Prospect Harbor, Winter Harbor",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-29T00:00:00Z,1872,March,Went around with C. Burrill Trying to insure,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-30T00:00:00Z,1872,March,Recd letter from Geo W Tracy. Evening went to Lodge of Good Templars,confident,Winter Harbor,mentioned,Lodge of Good Templars,mentioned,NA,NA,NA,NA,NA,NA,NA,read,Geo W Tracy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-03-31T00:00:00Z,1872,March,Went to meeting took dinner wtih Thomas Smallidge,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-01T00:00:00Z,1872,April,In the Ins. wrote a letter to C.C. Burrill one to Hale & Emery,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,"Charles C. Burrill, Hale & Emery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,Hale V. Emery?,NA,EP,1
1872-04-02T00:00:00Z,1872,April,Work in shop on windmill,confident,Winter Harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-03T00:00:00Z,1872,April,Work in shop,confident,Winter Harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-04T00:00:00Z,1872,April,Work in shop,confident,Winter Harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-05T00:00:00Z,1872,April,Work in shop in forenoon afternoon went floundering,confident,Winter Harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-06T00:00:00Z,1872,April,Went to Turtle Isle. Eve went to Lodge recd letter from C.C. Burrill & Hale & Emery,confident,"Winter Harbor, Turtle Isle, Winter Harbor",mentioned,Lodge of Good Templars,assumed,NA,NA,NA,NA,NA,NA,NA,read,"Charles C. Burrill, Hale & Emery",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-07T00:00:00Z,1872,April,Wrote letter to Joseph Bunker went to meeting took dinner with Thomas smallidge,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,Joseph Bunker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-08T00:00:00Z,1872,April,Went to W. Gouldsboro wrote letter to Hale & Emery took dinner with John Shaw tea with Evett Young lodging with the same,somewhat confident,West Gouldsboro,mentioned,Evett Young's,mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,Hale Emery,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, EP",1
1872-04-09T00:00:00Z,1872,April,breakfast with E. Young dinner with John Wood Supper & Lodging with Hannah Goodwin,confident,West Gouldsboro,mentioned,Hannah Goodwin's,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,Ep,1
1872-04-10T00:00:00Z,1872,April,Breakfast with Hannah G dinner wtih Dr. Johnson wrote letter to C.C. Burrill supper and Lodging with Hannah Goodwin,confident,West Gouldsboro,mentioned,Hannah Goodwin's,mentioned,NA,NA,NA,NA,NA,NA,NA,write,NA,Charles C. Burrill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-11T00:00:00Z,1872,April,Breakfast wtih Hannah G dinner with Stephen Kingsly recd letter from Hale Emery one from C.C. Burrill came home,confident,"West Gouldsboro, Winter Harbor",mentioned,"Hannah Goodwin's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,read,"Hale Emery, Charles C. Burrill",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-12T00:00:00Z,1872,April,Work in shop on windmill,confident,Winter Harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-13T00:00:00Z,1872,April,Same as yesterday,confident,Winter harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-14T00:00:00Z,1872,April,Staid at home,confident,Winter harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-15T00:00:00Z,1872,April,Work in shop,confident,Winter Harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-16T00:00:00Z,1872,April,Work in shop finished windmill,confident,Winter Harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-17T00:00:00Z,1872,April,Work in shop,confident,Winter Harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-18T00:00:00Z,1872,April,Went on Turtle Isle got pogie chum,confident,"Winter Harbor, Turtle Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,"pogie, chum",no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-19T00:00:00Z,1872,April,Went to Seal Cove in Saml Knight dinner on board supper & Lodging John Smallidge,confident,Seal Cove,mentioned,John Smallidge's,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-20T00:00:00Z,1872,April,Went to C Isles in dora after boat mermaid work on boat the remainder of the day getting ready to go home,confident,Cranberry Isles,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-21T00:00:00Z,1872,April,breakfast with J. Bunker went to Suttons Isle took dinner with John Bulgers went to N.E. Harbor tea at Josiah Smallidge with my wife Lodging at Mrs Finley,confident,"Sutton Island, Northeast Harbor",mentioned,Mrs Finley's,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-22T00:00:00Z,1872,April,breakfast at Mrs Finleys went to C Isles work on mermaid dinner supper Lodging with Joseph Bunker,confident,"Northeast Harbor, Cranberry Isles",mentioned,Joseph Bunker's,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-23T00:00:00Z,1872,April,breakfast and dinner with J Bunker went to N.E. Harbor in mermaid supper and Lodging at Stephen Smallidge,confident,"Cramberry Isle, Northeast Harbor",mentioned,"Joseph Bunker's, Stephen Smallidge's",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-24T00:00:00Z,1872,April,breakfast dinner supper and Lodging at Stephen Smallidge,confident,Northeast Harbor,mentioned,Stephan Smallidge's,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-25T00:00:00Z,1872,April,breakfast with S Smallidge came home in the mermaid,confident,"Northeast Harbor, Winter Harbor",mentioned,"Stephan Smallidge's, Home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-26T00:00:00Z,1872,April,recd letter from C.C. Burrill wrote letter to C.C. Burrill one to Dr Johnson,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,recd and write,Charles C. Burrill,"Charles C. Burrill, Dr Johnson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-27T00:00:00Z,1872,April,Work in shop went to Lodge of G. Templars,confident,Winter Harbor,mentioned,"Shop, Lodge of Good Templars",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-28T00:00:00Z,1872,April,Staid at home,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-29T00:00:00Z,1872,April,commenced shingling roof of N M Hammonds house,confident,NA,NA,Nathan Hammond's,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-04-30T00:00:00Z,1872,April,finished work on N M Hammonds house,confident,NA,NA,Nathan Hammond's,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-01T00:00:00Z,1872,May,commenced work on boat mermaid tear of old gunnels,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-02T00:00:00Z,1872,May,Unbent boat sails and limed them,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-03T00:00:00Z,1872,May,Stormy work in shop making blocks for boat,confident,Winter Harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,stormy,stormy,stormy,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-04T00:00:00Z,1872,May,Caulked one side of the boat went to Lodge of G. Templar,confident,Winter Harbor,mentioned,Lodge of Good Templars,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-05T00:00:00Z,1872,May,Staid at home,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-06T00:00:00Z,1872,May,stormy work in shop,confident,Winter Harbor,mentioned,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,stormy,stormy,stormy,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-07T00:00:00Z,1872,May,Caulk one side of boat,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-08T00:00:00Z,1872,May,bent boat sails,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-09T00:00:00Z,1872,May,painted cabin,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-10T00:00:00Z,1872,May,work in shop,confident,Winter Harbor,NA,Shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-11T00:00:00Z,1872,May,Reaving of rigging pulling on back stays went to Lodge of Good Templars staid at Thomas Smallige all night,confident,Winter Harbor,mentioned,"Lodge of Good Templars, Thomas Smallige's",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-12T00:00:00Z,1872,May,Breakfast and dinner at Thomas Smallidges,confident,Winter Harbor,mentioned,Thomas Smallidge's,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-13T00:00:00Z,1872,May,had blacksmith work done on boat carried E Bickfords bate mill home,somewhat confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, EP",1
1872-05-14T00:00:00Z,1872,May,Went after Dr Johnson For J H Kingsley with C Stevens house,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, EP",1
1872-05-15T00:00:00Z,1872,May,made out mortgage deed for F. P. Gerrish,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, EP",1
1872-05-16T00:00:00Z,1872,May,work on boat putting on cleats &e,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,"WD, EP",1
1872-05-17T00:00:00Z,1872,May,put sails on boat made one warranty deed for John Gerrish,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-18T00:00:00Z,1872,May,painted boat took dinner at J Smallidges recd letter from C. C. Burrill went to Lodge,confident,Winter Harbor,mentioned,"Josiah Smallidge's, Lodge of Good Templars",mentioned,NA,NA,NA,NA,NA,NA,NA,read,Charles C. Burrill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-19T00:00:00Z,1872,May,wrote letter to C. C. Burill,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,Charles C. Burrill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-20T00:00:00Z,1872,May,Commenced work for Portland Packing Co. to smack lobsters,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-21T00:00:00Z,1872,May,Went to Lamoine got 5500 lbs lobsters brought to factory,confident,Lamoine,mentioned,NA,NA,NA,NA,NA,NA,5500,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-22T00:00:00Z,1872,May,Went to Hancock got 6540 lbs lobsters,confident,Hancock,mentioned,NA,NA,NA,NA,NA,NA,6540,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-23T00:00:00Z,1872,May,Went to Lamoine got 2000 lbs lobsters,confident,Lamoine,mentioned,NA,NA,NA,NA,NA,NA,2000,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-24T00:00:00Z,1872,May,Went to Sullivan got 6300 lbs lobsters,confident,Sullivan,mentioned,NA,NA,NA,NA,NA,NA,6300,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-25T00:00:00Z,1872,May,Came home in boat,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-26T00:00:00Z,1872,May,Staid at home,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-27T00:00:00Z,1872,May,Took 3900 lbs lobster to factory went to Lamoine,confident,"Winter Harbor, Lamoine",mentioned,Factory,mentioned,NA,NA,NA,NA,3900,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-28T00:00:00Z,1872,May,Took 5400 lbs lobsters to factory,confident,Winter Harbor,mentioned,Factory,mentioned,NA,NA,NA,NA,5400,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-29T00:00:00Z,1872,May,Went to Lamoine,confident,Lamoine,mentioned,NA,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-30T00:00:00Z,1872,May,Carried 6425 lbs lobsters to factory went up Skillings river,confident,"Winter Harbor, Skillings River",mentioned,Factory,mentioned,NA,NA,NA,NA,6425,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-05-31T00:00:00Z,1872,May,Took 6400 lbs lobster to factory. went Crabtrees nook,confident,Winter Harbor,mentioned,"Factory, Crabtrees Nook",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-01T00:00:00Z,1872,June,Took 1700 lobsters to factory came home went to Lodge of G. Templars,confident,Winter Harbor,mentioned,"Factory, Home, Lodge of Good Templars",mentioned,NA,NA,NA,NA,1700,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-02T00:00:00Z,1872,June,Staid at home,confident,Winter Harbor,mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-03T00:00:00Z,1872,June,Carried 1800 lbs lobsters to factory went to Lamoine,confident,"Winter Harbor, Lamoine, Winter Harbor",mentioned,Factory,mentioned,NA,NA,NA,NA,1800,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-04T00:00:00Z,1872,June,Took 3960 lbs lobsters to factory,confident,Winter Harbor,mentioned,Factory,mentioned,NA,NA,NA,NA,3960,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-05T00:00:00Z,1872,June,Went to Lamoine,confident,Lamoine,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-06T00:00:00Z,1872,June,Got 3675 lbs lobsters went to Hancock,confident,Hancock,mentioned,NA,NA,NA,NA,NA,NA,3675,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-07T00:00:00Z,1872,June,Got 1500 lbs went to Hulls cove got 1755 lbs went to factory and back to Hancock,confident,"Hulls Cove, Winter Harbor, Hancock",mentioned,Factory,mentioned,NA,NA,NA,NA,1500,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-08T00:00:00Z,1872,June,Took 1043 lbs lobsters to factory went to West Gouldsboro took dinner with John Shaw got some plank and went home,confident,"Winter Harbor, West Gouldsboro, Winter Harbor",mentioned,"Factory, Home",mentioned,NA,NA,NA,NA,1043,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-09T00:00:00Z,1872,June,Went to Sunday School concert in evening,confident,Winter Harbor,assumed,Sunday School,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-10T00:00:00Z,1872,June,"Took 2132 lbs lobster to factory, went to Jordans river",confident,"Winter Harbor, Jordan River",mentioned,Factory,mentioned,NA,NA,NA,NA,2132,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-11T00:00:00Z,1872,June,Took 3869 lbs lobster to factory Lodging at home,confident,Winter Harbor,mentioned,"Factory, Home",mentioned,NA,NA,NA,NA,3869,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-12T00:00:00Z,1872,June,Breakfast at home went up Skillings river,confident,"Winter Harbor, Skillings River",mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
1872-06-13T00:00:00Z,1872,June,Took 5600 lbs lobster to factory went to Sullivan,confident,"Winter Harbor, Sullivan",mentioned,Factory,mentioned,NA,NA,NA,NA,5600,lbs,Lobster,no letter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,EP,1
