date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check,
9/12/1886,September,"Wind South. At daylight Barneygat in sight. At 8 wind breezing up At noon wind fresh, Southerly At 5 PM took in topsail and outer jib and double reefed mainsail At 6 PM abreast of Shinnecock Light house At 8 raining hard midnight closed into Montauk and took the wind North West heavy very rough",confident,"Barnegat, Shinnecock Light, Montauk",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,S,NW,breezed up,NA,NA,fresh,NA,"heavy, rough",NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/13/1886,September,Wind North West and hauled around SouthWest. Passed Vineyard Sound Light Ship at noon. Vineyard Haven at 4 PM At 6 PM took the wind Westerly. Passed Cross Rip at 7 PM Handkerchief at 8.20 PM wind N.N.West. Passed Pollock Rip at 9.30 P.M. wind very moderate Northerly. At midnight E.N.E. from Pollock Rip. tacked ship and headed on. So ends these 24 hours,confident,"Vineyard Sound Lightship, Vineyard Haven, Handkechief, Pollock Rip",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NW, SW",W,"NNW, N, ENE",NA,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/14/1886,September,At 2 oclock AM anchored near Pollock becalmed tide running West At 6 oclock AM. Got underway near Pollock Rip Light Ship with a light air South. Passed Cape Cod Light house at 1 PM. with the wind fresh S.S.W. At 7 PM Passed Bakers Island. bound into Salem Mass. Anchored in Salem at 8 P.M. Consigned to Chas S Clark,confident,"Pollock Rip, Cape Cod, Baker Island, Salem",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,SSW,NA,light air,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/15/1886,September,Wind Northerly Chromo in Salem waiting for a chance to discharge coal,confident,Salem,mentioned,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/16/1886,September,Wind North East and raining all day. No room for the Chromo at the coal dock yet,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,NE,NE,NE,NA,NA,NA,rain,rain,rain,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/17/1886,September,"Wind Southerly Commenced at noon to get the Chromo into the coal dock but there was not water enough, but got in near enough to have her lightened We started to have in as soon as the other vessel hauled out",confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/18/1886,September,Wind North Westerly Got into the berth to discharge coal at Salem. And at 5 P.M. the Chromo was discharged freight Settled and ready to go home but she has taken bottom where she will remain untill past midnight,confident,Salem,mentioned,NA,NA,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/19/1886,September,Calm in morning Commenced to haul the Chromo from Clarks coal wharf At 2 oclock AM and got down to Derby wharf. and took the wind East and could not get of in the harbor. So made fast at Derby wharf where she remains all day Afternoon and evening went to the Sahatoon army,somewhat confident,NA,NA,"Derby wharf, clark wharf",mentioned,NA,NA,NA,NA,NA,count,coal,no letter,NA,NA,E,NA,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/20/1886,September,Wind NorthWest Got underway at Salem at Derby wharf in the morning and went out for home. Got as far as Thatches Island and took the wind N.N.W. heavy. and went back to Cape Ann,confident,"Salem, Cape Ann",mentioned,Derby wharf,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NW, NNW",NA,NA,heavy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/21/1886,September,Wind Westerly Got underway in Cape Ann Harbor at one AM. Passed Thatches Isles at 3.40 AM. Seguin at 4 P.M. Wind hauling N.W. and blowing heavy anchored in the mussel Ridges at 8.30 P.M.,confident,"Cape Ann, Seguin Island, Mussle Ridge Islands",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NW,NA,NA,blowing heavy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/22/1886,September,Wind NorthWest. Got underway in the Mussel Ridges at daylight and arrived home. at Winter Harbor at 2 oclock P.M.,confident,"Mussel Ridge Islands, Winter Harbor",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/23/1886,September,Very moderate wind South East. Got underway at Winter Harbor at one P.M. and went out for Franklin At 5 oclock passed through the Halibut hole. Wind hauling Southerly & Westerly Anchored at Mt. Desert Ferry at 8 oclock P.M.,confident,"Winter Harbor, Franklin",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,"S,W",NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/24/1886,September,Calm in the morn. and thick with fog At 8 AM the wind breezed up N.W. and fog lifted. got underway at Mt Desert Ferry at 8 AM and anchored below the Falls at 9 A.M. and went to Franklin wiith a team to see about getting a load for Chromo. and agreed to load for W.H. Card with staves and laiths to go to New York and Rondout,confident,"Falls, Franklin, New York, Rondout",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,"calm, breezed up",NA,NA,"thick with fog, fog lifted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/25/1886,September,Wind Westerly in the morning and Southerly in the afternoon Towed the Chromo up over Sullivan Falls in the forenoon to  Franklin and in the afternoon hired Ambrose Springers horse. and went home with my mate. Lewis Fross,confident,"Sullivan, Falls, Franklin",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/26/1886,September,Wind Southerly and pleasant. Went up to C.Y. Bunkers at the marsh accompanied by my wife & Daughter and staid the most of the day comming home at night,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/27/1886,September,Wind Easterly and overcast. About home. worked apart of the day digging potatoes for Jennie Kingsley. Sent Ambrose Springers horse home by my mate Lewis Fross. as I do not intend to go back to Franklin to join the Chromo for a few days,confident,"Winter Harbor, Franklin",assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,overcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/28/1886,September,Wind South East heavy rain all day About home Chromo at Franklin laid down a carpet for myself in Jennie Kingsleys house,confident,Franklin,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,heavy rain,heavy rain,heavy rain,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/29/1886,September,Wind North Westerly and pleasant about home,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,pleasant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
9/30/1886,September,Wind Easterly Left home at noon for Franklin to join the Chromo. Hired Colen Pendleton to take me to West Gouldsboro. then took the stage to West Sullivan then walked to Franklin and got set on board the vessel at sunset. and found the crew loading the vessel,confident,"Winter Harbor, Franklin, West Gouldsboro",assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/1/1886,October,Wind Northerly and rainy in morning then hauled out Southerly Work all day loading Chromo with staves for Rondout At night wind North West,confident,Rondout,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"N, S",NA,NW,NA,NA,NA,rainy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/2/1886,October,Wind North West Went a shore at Taunton and went to Ellsworth and paid for the Chromos sails Got deed written by AP Weiswell Esq of a piece of land of the one fifth part of the Stephen Rand Eastate from Lewis Fross to myself Came back to Franklin on board of vessel at 5 oclock PM,confident,"Taunton, Ellsworth, Franklin",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/3/1886,October,Wind Northerly in the morning and Southerly in the afternoon fresh Chromo at anchor abreast of Taunton in Franklin with a hold full of staves the deckload with be laths,confident,"Taunton, Franklin",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,S,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/4/1886,October,Wind Southerly. Chromo at Franklin in River loading laths. The staves are all on board,confident,Franklin,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/5/1886,October,Wind Northerly untill afternoon when it came moderate Southerly Chromo loading laths. and finished at 9 oclock in the evening on loading one scow after dark,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,S,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/6/1886,October,Very moderate baffling wind and thick with fog in the morning to thick to go down River Bought a lot of Cedar boat boards of C.H. Mc Cumber for $25.00. paid $5. down. and took the boards on board the Chromo to carry home for my own use. in the afternoon worked down to Burrying Island,confident,Burrying Island,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,"very moderate, baffling",NA,NA,thick with fog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/7/1886,October,Wind South East Towed down over the Falls. went down to Mt Desert Ferry anchored went on shore. Got a jib and foresail from the Sail left from Ellsworth. Got underway again. bent the jib and foresail and beat home. anchored at dark. In the evening Got Lewis Fross Signature to the deed written in Ellsworth,confident,"Falls, Ellsworth",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/8/1886,October,Moderate Southerly wind Got laths and boat boards ashore that I bought in Franklin Made no attempts to Get underway the wind too moderate,confident,Franklin,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/9/1886,October,Wind Southerly Chromo at Winter Harbor,confident,Winter Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/10/1886,October,Moderate wind South West,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/11/1886,October,About calm all day now wind enough to get underway Chromo at Winter Harbor,confident,Winter Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,calm,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/12/1886,October,Calm in the morning At 10 AM a very light air of wind North West. Got underway at WInter Harbor at 1030 AM Got as far as Mark Island when the wind all died out. Got back to Winter Harbor at 5 P.M. by the heave of the sea In the evening Wind North East and rain,confident,"Winter Harbor, Mark Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NE,"calm, light air",NA,NA,NA,NA,rain,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/13/1886,October,Wind North East and fine weather. Got underway at  Winter Harbor at 8 AM. and went out for New York Wind hauled Southerly Anchored at Deer Isle at sun set,confident,"Winter Harbor, New York, Deer Isle",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NE, S",NA,NA,NA,NA,NA,fine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/14/1886,October,Wind Southerly Got underway at Deer Isle at 4.30 A.M. After passing White Head Wind freshened Went into Booth Bay at 2.30 PM.,confident,"Deer Isle, White Head, Booth Bay",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/15/1886,October,Wind S.S. West blowing hard and rain. And gradually hauled around West cleared up and at dark looks like a heavy breeze. Lying in Boothbay,confident,Booth Bay,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSW,NA,NA,blowing hard,NA,heavy breeze,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/16/1886,October,Wind North West. heavy breeze. Vessel at Boothbay double reefed the mainsail. and went out. Got as far as Squirrel Island and and the wind blew so tacked ship and went back to Boothbay,confident,"Boothbay, Squirrel Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,heavy breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/17/1886,October,Wind North North East Got underway at Boothbay at 5 AM and went out. Got as far as Seguil at Sunrise and the wind died out. At 9 AM took the wind West South West fresh and beat to Portland and anchored at 3 PM,confident,"Boothbay, Portland",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"NNE, WSW",NA,NA,died out,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/18/1886,October,Wind Northerly. Got underway at Portland at 9 oclock A.M. and went out for New York. Wind gradualy hauled around East Passed Boon Islaand at 5 P.M. Passed Thatches Island at 9 P.M. And at midnight was out of sight of Thatches Island bound to Cape Cod Wind East,confident,"Portland, New York, Boon Island, Thatcher Island, Cape Cod",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"N, E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/19/1886,October,Wind Easterly and cloudy. Passed Cape Cod Light at 6 am. Pollock Rip at noon Wind hauled N.E. Paassed Cross Rip at 430 P.M. And at midnight near Vineyard Sound Light Ship nearly becalmed. So ends these 24 hours,confident,"Cape Cod, Cross Rip, Vineyard Sound Lightship",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NE,NA,NA,NA,NA,cloudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/20/1886,October,Calm untill 7 oclock AM when the wind breezed S.W. At that time the vessel about 5 miles West from Vineyard Sound Light ship. At noon near Point Judith. At dark near Watch Hill. At midnight near Race Rock. Light So ends these 24 hours,confident,"Point Judith, Watch Hill, Race Rock Light, Vineyard Sound Lightship",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/21/1886,October,Wind South West fresh Passed through the Race into Long Island Sound at one oclock AM Wind blowing heavy At day light abreast of Hortons Point. tide turned ahead Wind hauled more Westerly. kept of and went back to New London. anchored at 9 AM. At 3 oclock PM wind of North West.,confident,"Race, Long Island, Hortons Point, New London",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NW,NA,blowing heavy,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/22/1886,October,Wind West South West blowind fresh Chromo at New London Conn,confident,New London,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WSW,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/23/1886,October,Wind Northerly Got underway at New London at 8 AM Passed Falkners Island at 4 oclock P.M. Passed Eatons Neck at 8.30 P.M. Wind North North East Anchored at City Island at 11 P.M.,confident,"New London, Falkners island, Eatons Neck, City Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"N, NNE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/24/1886,October,Wind North East. fresh. Lay all day at City Island for orders,confident,City Island,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/25/1886,October,Wind Southerly Vessel at City Island N.Y. Telegraphed to New York City in morning for orders and got answer the laths was not sold. In the afternoon went to the City of New York by land. Got my orders where to go to discharge. then went back to City Island on board of vessel,confident,"City Island, New York",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/26/1886,October,Wind Southerly and overcast. Towed vessel from City Island N.J. to Hunters Point. where it is the intention to discharge the laths as per order of Consignee. on arriving there I find a Barge along side of the wharf and I cannot discharge untill she is out,confident,City Island,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,overcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/27/1886,October,Wind East North East blowing hard and heavy rain storm Vessel at Hunters Point New York,confident,"Hunter Point, New York",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,ENE,NA,NA,blowing hard,NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/28/1886,October,Wind East North East and and drizzling rain. In New York a half holly day unveiling M. Bartholdi Statue of Liberty We discharged a few laths by putting them of over the bow. could not get into the berth,confident,New York,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,ENE,NA,NA,NA,NA,NA,drizzling rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/29/1886,October,Wind Easterly and drizzly all day. Got the laths all of deck and settled the wharf age AM 41 years old,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,NA,drizzling rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/30/1886,October,"Wind North East. and overcast Worked all daay to find out where I was going with the hold full of Staves, and find apart of them is going on board of the Bridgeport Steamer monday forenoon but do not know how many. Vessel in New York",confident,New York,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,overcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
10/31/1886,October,Wind North North East Chromo in N.Y..,confident,New York,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/1/1886,November,Wind North North East Vessel towed from Hunters Point to the Froot of Catherine St Pier 35 New York City and put on board Steamer Waterbury 2100 bundles of staves going to Bridgeport Coon It was the intention to put on board 3500 but as we only had two hours to work we did not have time to put on board any more than 2100,confident,"Hunter Point, New York",mentioned,St Pier 35,mentioned,NA,NA,NA,NA,2100,bundle,stave,no letter,NA,NA,NNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/2/1886,November,"Wind Westerly Chromo in N.Y. Pier 35 E.R. foot of Catherine St at the Bridgeport Steamers wharf. and put on board 1400 bundles of staves, and with that we put on board yesterday make 3500 the amount required. And for which I have agreed with Mr. Peters to have fifteen dollards in addition to my freight for landing the amount of Staves before going to Rondout. In the afternoon took the tow for Rondout. N.Y",confident,"New York, Rondout",mentioned,"Catherine Street, New York",mentioned,NA,NA,NA,NA,1400,bundle,stave,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/3/1886,November,Wind Southerly Arrived at Rondout at sunset and went into the wharf where it is the intention to discharge the remainder of the staves,confident,Rondout,mentioned,NA,NA,NA,NA,NA,NA,NA,bundle,stave,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/4/1886,November,Wind northWest Chromo at Rondout The Agt of the James cement Co. being absent in the forenoon did not begin to discharge untill in the afternoon. then took out 2000 bundles of staves.,confident,Rondout,mentioned,NA,NA,NA,NA,NA,NA,2000,bundle,stave,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/5/1886,November,Wind South West fresh breeze. Finished discharging Staves at Rondout at noon. for the James Cement Co. and in the afternoon Commenced loading cement. bound to Boston Mass freight 18 cts,confident,Rondout,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,fresh breeze,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/6/1886,November,Wind South Easterly Chromo loaded at 4.30 PM with 1262 Bbls cement under deck at Rondout. Took the tow at dark for New York. when it commenced raining,confident,New York,mentioned,NA,NA,NA,NA,NA,NA,1262,block,cement,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,rain,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/7/1886,November,Wind Easterly and raining untill 5 oclock AM when the wind came North West and blew a gale. Cast of from the tow at 2.30 PM and anchored at Haboken from Rondout yesterday,confident,"Haboken, Rondout",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"E, NW",NA,NA,blow a gale,NA,NA,rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/8/1886,November,Wind Westerly Got underway at Haboken at 2 AM and went down on Jersey flats & anchored. At 6.30 took tug boat towed through Hell gate. Passed Eatons Neck at noon. At one PM double reefed mainsail blowing heavy. Passed Falkners Island at sunset Went through the Race at 10 P.M. At midnight half way from Watch Hill to Block Island. mainsail two reefed so ends these 24 hours,confident,"Haboken, Jersey City, Eatons Neck, Hell Gate, Falkners Island, Watch Hill, Block Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,blowing heavy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/9/1886,November,Wind Westerly fresh breeze. Chromo with a two reef mainsail. Passed Tarpaulin Cove at 7 AM Vineyard Haven at 8 AM. Pollock Rip at 2 PM wind moderated Passed Cape Cod Light at 7 PM at 8 PM set all sail. Midnight about 15 miles from Cape Ann bearing N.N.W.,confident,"Tarpaulin Cove, Vineyard Haven, Pollock Rip, Cape Cod, Cape Ann",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NNW,fresh breeze,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/10/1886,November,Wind moderate West at 2 AM tacked ship near Thatches Island. Passed in by Boston Light at 10 AM nearly becalmed anchored in Boston at 2 oclock P.M.,confident,"Boston, Thatcher Island",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/11/1886,November,Wind Southerly Got into the dock to discharge at noon. and went to work and put out 300 Blocks of cement.,confident,NA,NA,NA,NA,NA,NA,NA,NA,300,block,cement,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/12/1886,November,Wind Easterly Vessel at D Roby H. wharf discharging cement. In the evenin went to the Masonic Temple. and visited Winslow Lewis Lodge F. &. A.M. work on second degree. At 11 PM fresh breeze and heavy rain.,somewhat confident,NA,NA,Masonic Temple,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,NA,NA,NA,NA,fresh breeze,NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/13/1886,November,Wind North East and heavy rain Towed from Robys wharf to East Boston and discharged the bollanes of Cargo which is 100 blocks cement & settled freight,somewhat confident,East Boston,mentioned,NA,NA,NA,NA,NA,NA,100,block,cement,no letter,NA,NA,NE,NE,NA,NA,NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/14/1886,November,"Wind North West heavy, laid at wharf East Boston all day, bound home. the wind blowing to hard to move",confident,"East Boston, Winter Harbor",mentioned,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,"heavy, blowing hard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/15/1886,November,Wind North West by West Filled away from the wharf East Boston at 8 oclock am. Got down the harbor as far as Deer Island. and it blew so hard. anchored and laid untill 10 PM when got underway. Passed the Graves at midnight. so ends these 24 hours,confident,"East Boston, Deer Island, The Graves",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/16/1886,November,Wind West North West Passed Thaches Island at 3 oclock A.M bound home. blowing heavy. At 10 A.M. moderated set all sail. Passed Seguin at 230 P.M. and anchored at Owls Head Harbor at 8 oclock P.M.,confident,"Thatcher Island, Seguin Island, Owls Head",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,blowing heavy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/17/1886,November,Calm in the morning Got underway at Owls Head when the wind began to breeze up Westerly about 8.30 AM. At noon snow squalls then turned to rain Passed through Yorks Narrows at 3 oclock PM bound home Wind hauling Northerly and Easterly At dark wind East and thick with rain. Got to Bass Harbor at 8 oclock PM very moderate. At 11 oclock PM got anchor and went up in the Harbor thick and dark. and looks like heavy storm bearing,somewhat confident,"Owls Head, York Narrows, Bass Harbor",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,"breezed up, calm",NA,very moderate,NA,"snow squalls, rain","thick rain, heavy storm",NA,NA,NA,NA,NA,NA,NA,NA,GG,
